번호,파일명,단순분류,정상확률,포트홀확률,신뢰도,CP예측집합,CP클래스,CP클래스번호,이미지경로
2178,frame_2177.png,포트홀,0.4083,0.5917,0.5917,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2177.png
2179,frame_2178.png,포트홀,0.3953,0.6047,0.6047,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2178.png
2180,frame_2179.png,포트홀,0.3666,0.6334,0.6334,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2179.png
2181,frame_2180.png,포트홀,0.3304,0.6696,0.6696,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2180.png
2182,frame_2181.png,포트홀,0.3366,0.6634,0.6634,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2181.png
2183,frame_2182.png,포트홀,0.3231,0.6769,0.6769,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2182.png
2184,frame_2183.png,포트홀,0.3320,0.6680,0.6680,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2183.png
2185,frame_2184.png,포트홀,0.3291,0.6709,0.6709,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2184.png
2186,frame_2185.png,포트홀,0.3391,0.6609,0.6609,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2185.png
2187,frame_2186.png,포트홀,0.3108,0.6892,0.6892,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2186.png
2188,frame_2187.png,포트홀,0.3114,0.6886,0.6886,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2187.png
2189,frame_2188.png,포트홀,0.2873,0.7127,0.7127,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2188.png
2190,frame_2189.png,포트홀,0.3018,0.6982,0.6982,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2189.png
2191,frame_2190.png,포트홀,0.2851,0.7149,0.7149,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2190.png
2192,frame_2191.png,포트홀,0.3023,0.6977,0.6977,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2191.png
2193,frame_2192.png,포트홀,0.3234,0.6766,0.6766,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2192.png
2194,frame_2193.png,포트홀,0.3112,0.6888,0.6888,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2193.png
2195,frame_2194.png,포트홀,0.3262,0.6738,0.6738,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2194.png
2196,frame_2195.png,포트홀,0.3109,0.6891,0.6891,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2195.png
2197,frame_2196.png,포트홀,0.3049,0.6951,0.6951,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2196.png
2198,frame_2197.png,포트홀,0.3172,0.6828,0.6828,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2197.png
2199,frame_2198.png,포트홀,0.3245,0.6755,0.6755,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2198.png
2200,frame_2199.png,포트홀,0.3312,0.6688,0.6688,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2199.png
2201,frame_2200.png,포트홀,0.3189,0.6811,0.6811,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2200.png
2202,frame_2201.png,포트홀,0.3189,0.6811,0.6811,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2201.png
2203,frame_2202.png,포트홀,0.3263,0.6737,0.6737,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2202.png
2204,frame_2203.png,포트홀,0.3331,0.6669,0.6669,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2203.png
2205,frame_2204.png,포트홀,0.2954,0.7046,0.7046,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2204.png
2206,frame_2205.png,포트홀,0.3209,0.6791,0.6791,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2205.png
2207,frame_2206.png,포트홀,0.3191,0.6809,0.6809,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2206.png
2208,frame_2207.png,포트홀,0.3460,0.6540,0.6540,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2207.png
2209,frame_2208.png,포트홀,0.3235,0.6765,0.6765,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2208.png
2210,frame_2209.png,포트홀,0.3222,0.6778,0.6778,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2209.png
2211,frame_2210.png,포트홀,0.3352,0.6648,0.6648,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2210.png
2212,frame_2211.png,포트홀,0.3558,0.6442,0.6442,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2211.png
2213,frame_2212.png,포트홀,0.3860,0.6140,0.6140,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2212.png
2214,frame_2213.png,포트홀,0.3975,0.6025,0.6025,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2213.png
2215,frame_2214.png,포트홀,0.3753,0.6247,0.6247,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2214.png
2216,frame_2215.png,포트홀,0.3433,0.6567,0.6567,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2215.png
2217,frame_2216.png,포트홀,0.3473,0.6527,0.6527,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2216.png
2218,frame_2217.png,포트홀,0.3440,0.6560,0.6560,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2217.png
2219,frame_2218.png,포트홀,0.3541,0.6459,0.6459,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2218.png
2220,frame_2219.png,포트홀,0.3362,0.6638,0.6638,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2219.png
2221,frame_2220.png,포트홀,0.3243,0.6757,0.6757,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2220.png
2222,frame_2221.png,포트홀,0.3320,0.6680,0.6680,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2221.png
2223,frame_2222.png,포트홀,0.3440,0.6560,0.6560,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2222.png
2224,frame_2223.png,포트홀,0.3193,0.6807,0.6807,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2223.png
2225,frame_2224.png,포트홀,0.3242,0.6758,0.6758,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2224.png
2226,frame_2225.png,포트홀,0.3251,0.6749,0.6749,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2225.png
2227,frame_2226.png,포트홀,0.3405,0.6595,0.6595,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2226.png
2228,frame_2227.png,포트홀,0.3111,0.6889,0.6889,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2227.png
2229,frame_2228.png,포트홀,0.3534,0.6466,0.6466,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2228.png
2230,frame_2229.png,포트홀,0.4048,0.5952,0.5952,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2229.png
2231,frame_2230.png,포트홀,0.4717,0.5283,0.5283,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2230.png
2232,frame_2231.png,포트홀,0.4521,0.5479,0.5479,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2231.png
2233,frame_2232.png,포트홀,0.4132,0.5868,0.5868,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2232.png
2234,frame_2233.png,포트홀,0.4486,0.5514,0.5514,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2233.png
2235,frame_2234.png,포트홀,0.4123,0.5877,0.5877,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2234.png
2236,frame_2235.png,포트홀,0.3705,0.6295,0.6295,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2235.png
2237,frame_2236.png,포트홀,0.3838,0.6162,0.6162,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2236.png
2238,frame_2237.png,포트홀,0.4137,0.5863,0.5863,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2237.png
2239,frame_2238.png,포트홀,0.3624,0.6376,0.6376,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2238.png
2240,frame_2239.png,포트홀,0.3412,0.6588,0.6588,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2239.png
2241,frame_2240.png,포트홀,0.3395,0.6605,0.6605,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2240.png
2242,frame_2241.png,포트홀,0.3792,0.6208,0.6208,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2241.png
2243,frame_2242.png,포트홀,0.3590,0.6410,0.6410,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2242.png
2244,frame_2243.png,포트홀,0.3556,0.6444,0.6444,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2243.png
2245,frame_2244.png,포트홀,0.3521,0.6479,0.6479,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2244.png
2246,frame_2245.png,포트홀,0.3350,0.6650,0.6650,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2245.png
2247,frame_2246.png,포트홀,0.3271,0.6729,0.6729,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2246.png
2248,frame_2247.png,포트홀,0.3464,0.6536,0.6536,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2247.png
2249,frame_2248.png,포트홀,0.3491,0.6509,0.6509,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2248.png
2250,frame_2249.png,포트홀,0.3515,0.6485,0.6485,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2249.png
2251,frame_2250.png,포트홀,0.3251,0.6749,0.6749,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2250.png
2252,frame_2251.png,포트홀,0.3432,0.6568,0.6568,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2251.png
2253,frame_2252.png,포트홀,0.3382,0.6618,0.6618,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2252.png
2254,frame_2253.png,포트홀,0.3683,0.6317,0.6317,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2253.png
2255,frame_2254.png,포트홀,0.3366,0.6634,0.6634,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2254.png
2256,frame_2255.png,포트홀,0.3734,0.6266,0.6266,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2255.png
2257,frame_2256.png,포트홀,0.3531,0.6469,0.6469,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2256.png
2258,frame_2257.png,포트홀,0.3619,0.6381,0.6381,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2257.png
2259,frame_2258.png,포트홀,0.3990,0.6010,0.6010,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2258.png
2260,frame_2259.png,포트홀,0.3735,0.6265,0.6265,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2259.png
2261,frame_2260.png,포트홀,0.3678,0.6322,0.6322,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2260.png
2262,frame_2261.png,포트홀,0.3535,0.6465,0.6465,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2261.png
2263,frame_2262.png,포트홀,0.3342,0.6658,0.6658,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2262.png
2264,frame_2263.png,포트홀,0.3795,0.6205,0.6205,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2263.png
2265,frame_2264.png,포트홀,0.3416,0.6584,0.6584,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2264.png
2266,frame_2265.png,포트홀,0.3389,0.6611,0.6611,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2265.png
2267,frame_2266.png,포트홀,0.3341,0.6659,0.6659,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2266.png
2268,frame_2267.png,포트홀,0.3411,0.6589,0.6589,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2267.png
2269,frame_2268.png,포트홀,0.3382,0.6618,0.6618,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2268.png
2270,frame_2269.png,포트홀,0.3244,0.6756,0.6756,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2269.png
2271,frame_2270.png,포트홀,0.3299,0.6701,0.6701,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2270.png
2272,frame_2271.png,포트홀,0.3275,0.6725,0.6725,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2271.png
2273,frame_2272.png,포트홀,0.3568,0.6432,0.6432,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2272.png
2274,frame_2273.png,포트홀,0.3370,0.6630,0.6630,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2273.png
2275,frame_2274.png,포트홀,0.3470,0.6530,0.6530,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2274.png
2276,frame_2275.png,포트홀,0.3558,0.6442,0.6442,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2275.png
2277,frame_2276.png,포트홀,0.3521,0.6479,0.6479,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2276.png
2278,frame_2277.png,포트홀,0.3425,0.6575,0.6575,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2277.png
2279,frame_2278.png,포트홀,0.3161,0.6839,0.6839,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2278.png
2280,frame_2279.png,포트홀,0.3186,0.6814,0.6814,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2279.png
2281,frame_2280.png,포트홀,0.3457,0.6543,0.6543,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2280.png
2282,frame_2281.png,포트홀,0.3515,0.6485,0.6485,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2281.png
2283,frame_2282.png,포트홀,0.3534,0.6466,0.6466,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2282.png
2284,frame_2283.png,포트홀,0.3491,0.6509,0.6509,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2283.png
2285,frame_2284.png,포트홀,0.3465,0.6535,0.6535,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2284.png
2286,frame_2285.png,포트홀,0.3311,0.6689,0.6689,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2285.png
2287,frame_2286.png,포트홀,0.3459,0.6541,0.6541,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2286.png
2288,frame_2287.png,포트홀,0.3693,0.6307,0.6307,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2287.png
2289,frame_2288.png,포트홀,0.3550,0.6450,0.6450,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2288.png
2290,frame_2289.png,포트홀,0.3781,0.6219,0.6219,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2289.png
2291,frame_2290.png,포트홀,0.3803,0.6197,0.6197,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2290.png
2292,frame_2291.png,포트홀,0.3783,0.6217,0.6217,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2291.png
2293,frame_2292.png,포트홀,0.3349,0.6651,0.6651,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2292.png
2294,frame_2293.png,포트홀,0.3267,0.6733,0.6733,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2293.png
2295,frame_2294.png,포트홀,0.3237,0.6763,0.6763,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2294.png
2296,frame_2295.png,포트홀,0.3074,0.6926,0.6926,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2295.png
2297,frame_2296.png,포트홀,0.3121,0.6879,0.6879,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2296.png
2298,frame_2297.png,포트홀,0.3065,0.6935,0.6935,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2297.png
2299,frame_2298.png,포트홀,0.3187,0.6813,0.6813,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2298.png
2300,frame_2299.png,포트홀,0.3372,0.6628,0.6628,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2299.png
2301,frame_2300.png,포트홀,0.3565,0.6435,0.6435,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2300.png
2302,frame_2301.png,포트홀,0.3274,0.6726,0.6726,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2301.png
2303,frame_2302.png,포트홀,0.3503,0.6497,0.6497,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2302.png
2304,frame_2303.png,포트홀,0.3293,0.6707,0.6707,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2303.png
2305,frame_2304.png,포트홀,0.3680,0.6320,0.6320,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2304.png
2306,frame_2305.png,포트홀,0.3445,0.6555,0.6555,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2305.png
2307,frame_2306.png,포트홀,0.3454,0.6546,0.6546,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2306.png
2308,frame_2307.png,포트홀,0.3455,0.6545,0.6545,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2307.png
2309,frame_2308.png,포트홀,0.3372,0.6628,0.6628,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2308.png
2310,frame_2309.png,포트홀,0.3316,0.6684,0.6684,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2309.png
2311,frame_2310.png,포트홀,0.3255,0.6745,0.6745,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2310.png
2312,frame_2311.png,포트홀,0.3336,0.6664,0.6664,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2311.png
2313,frame_2312.png,포트홀,0.3577,0.6423,0.6423,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2312.png
2314,frame_2313.png,포트홀,0.3411,0.6589,0.6589,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2313.png
2315,frame_2314.png,포트홀,0.3594,0.6406,0.6406,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2314.png
2316,frame_2315.png,포트홀,0.3341,0.6659,0.6659,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2315.png
2317,frame_2316.png,포트홀,0.3186,0.6814,0.6814,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_2316.png
